fileName,modelAtmosphere,pathType,surfaceAlbedo,surfaceTemperature,albedoFilename,targetLabel,backgroundLabel,visibility,groundAltitude,sensorAltitude,targetAltitude,sensorZenith,sensorAzimuth,dZenith,dAzimuth,dayNumber,extraterrestrialSource,latitude,longitude,timeUTC,startingWavelength,endingWavelength,wavelengthIncrement,fwhm,key
tape5,2,2,,303.15,spec_alb.dat,green felt,"constant, 18%",0.0,0.168,0.28231,100.0,0.0,0.0,2.5,5,312,0,43.041,77.698,15.0,0.3,1.2,0.001,0.001,0
Target Norm Blue,Target Norm Green,Target Norm Red,Target Norm RE,Target Norm IR,radianceType,Downwelling Norm Blue,Downwelling Norm Green,Downwelling Norm Red,Downwelling Norm RE,Downwelling Norm IR,radianceType
0.00109421756734,0.0010423389106,0.000501105216304,0.00043621860611,0.00181081157716,Target,0.0,0.0,0.0,0.0,0.0,Downwelling
wavelengths,tgtSolScat,groundReflect,directReflect,estDownwell,totalRadiance,sumSolScat,Norm Blue,Norm Green,Norm Red,Norm RE,Norm IR
0.469,0.00015295,0.00087774,0.00033617,0.00054157,0.0010307,0.0,2946900000.0,896300.0,3490700.0,1005900.0,1860000.0
0.47,0.00015065,0.00087751,0.00033751,0.00054,0.0010282,0.0,3230000000.0,727000.0,3770000.0,891000.0,1940000.0
0.471,0.00015018,0.000888,0.00034291,0.00054509,0.0010382,0.0,3224000000.0,872300.0,3593000.0,927900.0,1864000.0
0.472,0.00015177,0.00091307,0.00035401,0.00055906,0.0010648,0.0,3218000000.0,1017600.0,3416000.0,964800.0,1788000.0
0.473,0.00015006,0.00091844,0.0003575,0.00056094,0.0010685,0.0,3212000000.0,1162900.0,3239000.0,1001700.0,1712000.0
0.474,0.00014971,0.00093258,0.00036443,0.00056815,0.0010823,0.0,3206000000.0,1308200.0,3062000.0,1038600.0,1636000.0
0.475,0.00015509,0.00098339,0.0003858,0.00059759,0.0011385,0.0,3200000000.0,1453500.0,2885000.0,1075500.0,1560000.0
0.476,0.00015092,0.00097535,0.00038412,0.00059123,0.0011263,0.0,3194000000.0,1598800.0,2708000.0,1112400.0,1484000.0
0.477,0.00014919,0.00098395,0.00038903,0.00059492,0.0011331,0.0,3188000000.0,1744100.0,2531000.0,1149300.0,1408000.0
0.478,0.00015582,0.0010486,0.00041615,0.00063245,0.0012044,0.0,3182000000.0,1889400.0,2354000.0,1186200.0,1332000.0
0.479,0.00014664,0.001005,0.00040042,0.00060458,0.0011517,0.0,3176000000.0,2034700.0,2177000.0,1223100.0,1256000.0
0.48,0.00014932,0.0010437,0.0004174,0.0006263,0.001193,0.0,3170000000.0,2180000.0,2000000.0,1260000.0,1180000.0
0.481,0.0001472,0.0010507,0.0004218,0.0006289,0.0011979,0.0,2855790000.0,2121000.0,2023000.0,1375000.0,1179000.0
0.482,0.00015018,0.0010933,0.00044052,0.00065278,0.0012435,0.0,2541580000.0,2062000.0,2046000.0,1490000.0,1178000.0
0.483,0.00014845,0.0011018,0.00044555,0.00065625,0.0012502,0.0,2227370000.0,2003000.0,2069000.0,1605000.0,1177000.0
0.484,0.00014312,0.0010835,0.00043975,0.00064375,0.0012267,0.0,1913160000.0,1944000.0,2092000.0,1720000.0,1176000.0
0.485,0.00014281,0.0011061,0.00045059,0.00065551,0.0012489,0.0,1598950000.0,1885000.0,2115000.0,1835000.0,1175000.0
0.486,0.00011569,0.00091697,0.00037483,0.00054214,0.0010327,0.0,1284740000.0,1826000.0,2138000.0,1950000.0,1174000.0
0.487,0.0001299,0.0010561,0.00043325,0.00062285,0.001186,0.0,970530000.0,1767000.0,2161000.0,2065000.0,1173000.0
0.488,0.00013984,0.0011654,0.00047978,0.00068562,0.0013053,0.0,656320000.0,1708000.0,2184000.0,2180000.0,1172000.0
0.489,0.00013018,0.0011124,0.00045958,0.00065282,0.0012426,0.0,342110000.0,1649000.0,2207000.0,2295000.0,1171000.0
0.49,0.00014716,0.0012905,0.00053494,0.00075556,0.0014376,0.0,27900000.0,1590000.0,2230000.0,2410000.0,1170000.0
0.491,0.00013654,0.0012285,0.00051094,0.00071756,0.001365,0.0,25399000.0,1546000.0,2091900.0,2617000.0,1154000.0
0.492,0.00013094,0.0012094,0.00050471,0.00070469,0.0013404,0.0,22898000.0,1502000.0,1953800.0,2824000.0,1138000.0
0.493,0.00014148,0.0013401,0.00056114,0.00077896,0.0014815,0.0,20397000.0,1458000.0,1815700.0,3031000.0,1122000.0
0.494,0.00013553,0.0013153,0.00055261,0.00076269,0.0014508,0.0,17896000.0,1414000.0,1677600.0,3238000.0,1106000.0
0.495,0.00014469,0.0014391,0.00060663,0.00083247,0.0015838,0.0,15395000.0,1370000.0,1539500.0,3445000.0,1090000.0
0.496,0.00013984,0.0014264,0.00060331,0.00082309,0.0015663,0.0,12894000.0,1326000.0,1401400.0,3652000.0,1074000.0
0.497,0.00013552,0.001417,0.00060128,0.00081572,0.0015526,0.0,10393000.0,1282000.0,1263300.0,3859000.0,1058000.0
0.498,0.00013152,0.0014081,0.00059938,0.00080872,0.0015397,0.0,7892000.0,1238000.0,1125200.0,4066000.0,1042000.0
0.499,0.00013087,0.0014345,0.00061265,0.00082185,0.0015654,0.0,5391000.0,1194000.0,987100.0,4273000.0,1026000.0
0.5,0.00012979,0.0014542,0.00062306,0.00083114,0.001584,0.0,2890000.0,1150000.0,849000.0,4480000.0,1010000.0
0.501,0.00012616,0.0014461,0.00062166,0.00082444,0.0015723,0.0,2854000.0,1206000.0,1109100.0,4188000.0,942900.0
0.502,0.0001247,0.0014624,0.00063098,0.00083142,0.0015871,0.0,2818000.0,1262000.0,1369200.0,3896000.0,875800.0
0.503,0.00013014,0.0015601,0.0006757,0.0008844,0.0016903,0.0,2782000.0,1318000.0,1629300.0,3604000.0,808700.0
0.504,0.00011599,0.0014241,0.00062072,0.00080338,0.0015401,0.0,2746000.0,1374000.0,1889400.0,3312000.0,741600.0
0.505,0.00012957,0.0016131,0.00070289,0.00091021,0.0017426,0.0,2710000.0,1430000.0,2149500.0,3020000.0,674500.0
0.506,0.00013752,0.0017441,0.0007627,0.0009814,0.0018816,0.0,2674000.0,1486000.0,2409600.0,2728000.0,607400.0
0.507,0.0001271,0.0016388,0.00071904,0.00091976,0.0017659,0.0,2638000.0,1542000.0,2669700.0,2436000.0,540300.0
0.508,0.00012256,0.0016032,0.00070515,0.00089805,0.0017258,0.0,2602000.0,1598000.0,2929800.0,2144000.0,473200.0
0.509,0.00013139,0.0017417,0.00076797,0.00097373,0.001873,0.0,2566000.0,1654000.0,3189900.0,1852000.0,406100.0
0.51,0.0001277,0.001711,0.00075637,0.00095463,0.0018387,0.0,2530000.0,1710000.0,3450000.0,1560000.0,339000.0
0.511,0.00012862,0.0017396,0.00077088,0.00096872,0.0018682,0.0,2428000.0,1798000.0,3417000.0,1741000.0,375800.0
0.512,0.00013341,0.0018182,0.00080788,0.00101032,0.0019517,0.0,2326000.0,1886000.0,3384000.0,1922000.0,412600.0
0.513,0.00012225,0.001676,0.0007468,0.0009292,0.0017982,0.0,2224000.0,1974000.0,3351000.0,2103000.0,449400.0
0.514,0.00012032,0.0016568,0.00074021,0.00091659,0.0017771,0.0,2122000.0,2062000.0,3318000.0,2284000.0,486200.0
0.515,0.00012211,0.0016864,0.00075561,0.00093079,0.0018085,0.0,2020000.0,2150000.0,3285000.0,2465000.0,523000.0
0.516,0.00012696,0.0017552,0.00078867,0.00096653,0.0018822,0.0,1918000.0,2238000.0,3252000.0,2646000.0,559800.0
0.517,9.3747e-05,0.0012964,0.00058407,0.00071233,0.0013902,0.0,1816000.0,2326000.0,3219000.0,2827000.0,596600.0
0.518,0.00011507,0.0015906,0.00071862,0.00087198,0.0017057,0.0,1714000.0,2414000.0,3186000.0,3008000.0,633400.0
0.519,0.00010923,0.0015073,0.00068298,0.00082432,0.0016166,0.0,1612000.0,2502000.0,3153000.0,3189000.0,670200.0
0.52,0.00011929,0.0016419,0.00074595,0.00089595,0.0017612,0.0,1510000.0,2590000.0,3120000.0,3370000.0,707000.0
0.521,0.0001193,0.0016363,0.00074541,0.00089089,0.0017556,0.0,1472000.0,2553000.0,2899400.0,3264000.0,701500.0
0.522,0.00012339,0.0016839,0.00076918,0.00091472,0.0018073,0.0,1434000.0,2516000.0,2678800.0,3158000.0,696000.0
0.523,0.00011493,0.0015586,0.00071382,0.00084478,0.0016735,0.0,1396000.0,2479000.0,2458200.0,3052000.0,690500.0
0.524,0.00012303,0.0016567,0.00076095,0.00089575,0.0017797,0.0,1358000.0,2442000.0,2237600.0,2946000.0,685000.0
0.525,0.0001226,0.0016379,0.00075433,0.00088357,0.0017605,0.0,1320000.0,2405000.0,2017000.0,2840000.0,679500.0
0.526,0.00011568,0.001531,0.00070679,0.00082421,0.0016467,0.0,1282000.0,2368000.0,1796400.0,2734000.0,674000.0
0.527,0.00010114,0.0013247,0.00061328,0.00071142,0.0014258,0.0,1244000.0,2331000.0,1575800.0,2628000.0,668500.0
0.528,0.00011911,0.0015432,0.0007162,0.000827,0.0016623,0.0,1206000.0,2294000.0,1355200.0,2522000.0,663000.0
0.529,0.00012403,0.0015893,0.00073955,0.00084975,0.0017134,0.0,1168000.0,2257000.0,1134600.0,2416000.0,657500.0
0.53,0.00011619,0.0014723,0.00068684,0.00078546,0.0015885,0.0,1130000.0,2220000.0,914000.0,2310000.0,652000.0
0.531,0.00012587,0.0015764,0.00073722,0.00083918,0.0017022,0.0,1232000.0,12498000.0,1099600.0,2255000.0,684200.0
0.532,0.00011994,0.0014834,0.00069542,0.00078798,0.0016033,0.0,1334000.0,22776000.0,1285200.0,2200000.0,716400.0
0.533,0.00010598,0.0012953,0.00060873,0.00068657,0.0014012,0.0,1436000.0,33054000.0,1470800.0,2145000.0,748600.0
0.534,0.00011309,0.0013642,0.00064269,0.00072151,0.0014773,0.0,1538000.0,43332000.0,1656400.0,2090000.0,780800.0
0.535,0.00011639,0.001384,0.00065359,0.00073041,0.0015004,0.0,1640000.0,53610000.0,1842000.0,2035000.0,813000.0
0.536,0.00012218,0.0014319,0.00067784,0.00075406,0.0015541,0.0,1742000.0,63888000.0,2027600.0,1980000.0,845200.0
0.537,0.00011294,0.0013039,0.00061871,0.00068519,0.0014169,0.0,1844000.0,74166000.0,2213200.0,1925000.0,877400.0
0.538,0.00011941,0.0013579,0.00064589,0.00071201,0.0014773,0.0,1946000.0,84444000.0,2398800.0,1870000.0,909600.0
0.539,0.00011711,0.001311,0.00062509,0.00068591,0.0014281,0.0,2048000.0,94722000.0,2584400.0,1815000.0,941800.0
0.54,0.00011326,0.0012479,0.00059665,0.00065125,0.0013612,0.0,2150000.0,105000000.0,2770000.0,1760000.0,974000.0
0.541,0.00010383,0.0011263,0.00054033,0.00058597,0.0012302,0.0,2055000.0,403500000.0,2637000.0,1831000.0,1009600.0
0.542,0.00011413,0.0012181,0.00058573,0.00063237,0.0013323,0.0,1960000.0,702000000.0,2504000.0,1902000.0,1045200.0
0.543,0.00011079,0.0011611,0.00055906,0.00060204,0.0012719,0.0,1865000.0,1000500000.0,2371000.0,1973000.0,1080800.0
0.544,0.00011504,0.001186,0.00057279,0.00061321,0.0013011,0.0,1770000.0,1299000000.0,2238000.0,2044000.0,1116400.0
0.545,0.00011357,0.0011517,0.00055731,0.00059439,0.0012653,0.0,1675000.0,1597500000.0,2105000.0,2115000.0,1152000.0
0.546,0.0001104,0.0011027,0.00053512,0.00056758,0.0012131,0.0,1580000.0,1896000000.0,1972000.0,2186000.0,1187600.0
0.547,0.00011418,0.0011211,0.00054489,0.00057621,0.0012353,0.0,1485000.0,2194500000.0,1839000.0,2257000.0,1223200.0
0.548,0.00010715,0.0010349,0.0005039,0.000531,0.001142,0.0,1390000.0,2493000000.0,1706000.0,2328000.0,1258800.0
0.549,0.00011189,0.0010639,0.00051909,0.00054481,0.0011758,0.0,1295000.0,2791500000.0,1573000.0,2399000.0,1294400.0
0.55,0.00010987,0.0010291,0.00050326,0.00052584,0.0011389,0.0,1200000.0,3090000000.0,1440000.0,2470000.0,1330000.0
0.551,0.00010914,0.0010056,0.00049293,0.00051267,0.0011148,0.0,1122800.0,3117000000.0,1402000.0,2474000.0,1248500.0
0.552,0.00011292,0.0010215,0.00050192,0.00051958,0.0011344,0.0,1045600.0,3144000000.0,1364000.0,2478000.0,1167000.0
0.553,0.00010846,0.00096242,0.00047406,0.00048836,0.0010709,0.0,968400.0,3171000000.0,1326000.0,2482000.0,1085500.0
0.554,0.0001117,0.00097236,0.0004801,0.00049226,0.0010841,0.0,891200.0,3198000000.0,1288000.0,2486000.0,1004000.0
0.555,0.00011118,0.00095086,0.00047063,0.00048023,0.001062,0.0,814000.0,3225000000.0,1250000.0,2490000.0,922500.0
0.556,0.00010805,0.00090871,0.00045086,0.00045785,0.0010168,0.0,736800.0,3252000000.0,1212000.0,2494000.0,841000.0
0.557,0.00010578,0.00087453,0.00043495,0.00043958,0.00098031,0.0,659600.0,3279000000.0,1174000.0,2498000.0,759500.0
0.558,0.00010774,0.00087506,0.00043629,0.00043877,0.0009828,0.0,582400.0,3306000000.0,1136000.0,2502000.0,678000.0
0.559,0.00010188,0.0008131,0.00040638,0.00040672,0.00091498,0.0,505200.0,3333000000.0,1098000.0,2506000.0,596500.0
0.56,0.00010257,0.00080505,0.00040332,0.00040173,0.00090762,0.0,428000.0,3360000000.0,1060000.0,2510000.0,515000.0
0.561,0.00011128,0.00085934,0.00043155,0.00042779,0.00097062,0.0,752200.0,3029510000.0,1015800.0,2440000.0,499900.0
0.562,0.00010201,0.00077575,0.0003905,0.00038525,0.00087776,0.0,1076400.0,2699020000.0,971600.0,2370000.0,484800.0
0.563,0.00010646,0.0007979,0.00040261,0.00039529,0.00090436,0.0,1400600.0,2368530000.0,927400.0,2300000.0,469700.0
0.564,0.00010437,0.00077169,0.0003903,0.00038139,0.00087605,0.0,1724800.0,2038040000.0,883200.0,2230000.0,454600.0
0.565,0.00010558,0.00076994,0.00039031,0.00037963,0.00087552,0.0,2049000.0,1707550000.0,839000.0,2160000.0,439500.0
0.566,9.6922e-05,0.00069695,0.00035414,0.00034281,0.00079387,0.0,2373200.0,1377060000.0,794800.0,2090000.0,424400.0
0.567,0.00010361,0.00073444,0.00037409,0.00036035,0.00083805,0.0,2697400.0,1046570000.0,750600.0,2020000.0,409300.0
0.568,0.00010242,0.00071815,0.00036694,0.00035121,0.00082057,0.0,3021600.0,716080000.0,706400.0,1950000.0,394200.0
0.569,9.7665e-05,0.00067966,0.00034893,0.00033073,0.00077733,0.0,3345800.0,385590000.0,662200.0,1880000.0,379100.0
0.57,9.893e-05,0.00067847,0.00034873,0.00032974,0.00077739,0.0,3670000.0,55100000.0,618000.0,1810000.0,364000.0
0.571,9.7011e-05,0.00065637,0.0003375,0.00031887,0.00075338,0.0,3601000.0,49783000.0,672200.0,1757000.0,488600.0
0.572,0.00010098,0.00067714,0.00034939,0.00032775,0.00077812,0.0,3532000.0,44466000.0,726400.0,1704000.0,613200.0
0.573,0.00010217,0.00067675,0.00034984,0.00032691,0.00077892,0.0,3463000.0,39149000.0,780600.0,1651000.0,737800.0
0.574,0.00010158,0.00066645,0.00034518,0.00032127,0.00076803,0.0,3394000.0,33832000.0,834800.0,1598000.0,862400.0
0.575,9.8918e-05,0.00064432,0.00033447,0.00030985,0.00074324,0.0,3325000.0,28515000.0,889000.0,1545000.0,987000.0
0.576,9.7719e-05,0.00063085,0.00032808,0.00030277,0.00072856,0.0,3256000.0,23198000.0,943200.0,1492000.0,1111600.0
0.577,0.00010096,0.00064579,0.00033647,0.00030932,0.00074675,0.0,3187000.0,17881000.0,997400.0,1439000.0,1236200.0
0.578,9.8656e-05,0.00062618,0.00032677,0.00029941,0.00072483,0.0,3118000.0,12564000.0,1051600.0,1386000.0,1360800.0
0.579,9.781e-05,0.00061525,0.00032165,0.0002936,0.00071306,0.0,3049000.0,7247000.0,1105800.0,1333000.0,1485400.0
0.58,0.00010074,0.00062866,0.00032932,0.00029934,0.0007294,0.0,2980000.0,1930000.0,1160000.0,1280000.0,1610000.0
0.581,9.8928e-05,0.00061378,0.00032215,0.00029163,0.00071271,0.0,2772600.0,1878000.0,1221000.0,1301000.0,1581000.0
0.582,9.9851e-05,0.00061498,0.00032346,0.00029152,0.00071483,0.0,2565200.0,1826000.0,1282000.0,1322000.0,1552000.0
0.583,0.00010042,0.00061528,0.00032427,0.00029101,0.0007157,0.0,2357800.0,1774000.0,1343000.0,1343000.0,1523000.0
0.584,9.9732e-05,0.0006089,0.00032161,0.00028729,0.00070864,0.0,2150400.0,1722000.0,1404000.0,1364000.0,1494000.0
0.585,9.8353e-05,0.00059835,0.0003167,0.00028165,0.0006967,0.0,1943000.0,1670000.0,1465000.0,1385000.0,1465000.0
0.586,9.3885e-05,0.00056936,0.00030209,0.00026727,0.00066324,0.0,1735600.0,1618000.0,1526000.0,1406000.0,1436000.0
0.587,9.6027e-05,0.00058091,0.00030918,0.00027173,0.00067694,0.0,1528200.0,1566000.0,1587000.0,1427000.0,1407000.0
0.588,9.0656e-05,0.00055039,0.00029465,0.00025574,0.00064105,0.0,1320800.0,1514000.0,1648000.0,1448000.0,1378000.0
0.589,7.43e-05,0.00045533,0.00024661,0.00020872,0.00052963,0.0,1113400.0,1462000.0,1709000.0,1469000.0,1349000.0
0.59,7.6994e-05,0.00046864,0.00025398,0.00021466,0.00054564,0.0,906000.0,1410000.0,1770000.0,1490000.0,1320000.0
0.591,8.4941e-05,0.0005101,0.0002757,0.0002344,0.00059504,0.0,1356400.0,1384000.0,1684300.0,1442000.0,1401000.0
0.592,8.1601e-05,0.0004883,0.00026497,0.00022333,0.0005699,0.0,1806800.0,1358000.0,1598600.0,1394000.0,1482000.0
0.593,8.422e-05,0.00049855,0.00027044,0.00022811,0.00058277,0.0,2257200.0,1332000.0,1512900.0,1346000.0,1563000.0
0.594,8.4428e-05,0.00049688,0.00027004,0.00022684,0.00058131,0.0,2707600.0,1306000.0,1427200.0,1298000.0,1644000.0
0.595,8.1044e-05,0.00047715,0.00026056,0.00021659,0.0005582,0.0,3158000.0,1280000.0,1341500.0,1250000.0,1725000.0
0.596,8.714e-05,0.00050592,0.00027529,0.00023063,0.00059305,0.0,3608400.0,1254000.0,1255800.0,1202000.0,1806000.0
0.597,8.7015e-05,0.00050328,0.00027438,0.0002289,0.0005903,0.0,4058800.0,1228000.0,1170100.0,1154000.0,1887000.0
0.598,8.6157e-05,0.00049462,0.00026976,0.00022486,0.00058077,0.0,4509200.0,1202000.0,1084400.0,1106000.0,1968000.0
0.599,8.6823e-05,0.00049553,0.00027052,0.00022501,0.00058235,0.0,4959600.0,1176000.0,998700.0,1058000.0,2049000.0
0.6,8.8445e-05,0.00050081,0.0002734,0.00022741,0.00058926,0.0,5410000.0,1150000.0,913000.0,1010000.0,2130000.0
0.601,8.8209e-05,0.00049597,0.00027092,0.00022505,0.00058418,0.0,5316000.0,1212000.0,1008700.0,1012000.0,1933600.0
0.602,8.7881e-05,0.0004916,0.0002689,0.0002227,0.00057948,0.0,5222000.0,1274000.0,1104400.0,1014000.0,1737200.0
0.603,8.8671e-05,0.00049324,0.00027018,0.00022306,0.00058191,0.0,5128000.0,1336000.0,1200100.0,1016000.0,1540800.0
0.604,9.1255e-05,0.00050615,0.00027769,0.00022846,0.0005974,0.0,5034000.0,1398000.0,1295800.0,1018000.0,1344400.0
0.605,9.097e-05,0.00050339,0.00027663,0.00022676,0.00059436,0.0,4940000.0,1460000.0,1391500.0,1020000.0,1148000.0
0.606,8.9907e-05,0.00049633,0.00027322,0.00022311,0.00058624,0.0,4846000.0,1522000.0,1487200.0,1022000.0,951600.0
0.607,8.9139e-05,0.0004909,0.0002707,0.0002202,0.00058004,0.0,4752000.0,1584000.0,1582900.0,1024000.0,755200.0
0.608,8.88e-05,0.00048772,0.00026941,0.00021831,0.00057652,0.0,4658000.0,1646000.0,1678600.0,1026000.0,558800.0
0.609,8.7766e-05,0.00048124,0.00026629,0.00021495,0.00056901,0.0,4564000.0,1708000.0,1774300.0,1028000.0,362400.0
0.61,8.6854e-05,0.00047627,0.00026398,0.00021229,0.00056312,0.0,4470000.0,1770000.0,1870000.0,1030000.0,166000.0
0.611,8.7271e-05,0.00047857,0.0002657,0.00021287,0.00056584,0.0,4208000.0,1787000.0,1784000.0,1048000.0,217300.0
0.612,8.6392e-05,0.00047306,0.00026308,0.00020998,0.00055945,0.0,3946000.0,1804000.0,1698000.0,1066000.0,268600.0
0.613,8.5081e-05,0.00046495,0.000259,0.00020595,0.00055003,0.0,3684000.0,1821000.0,1612000.0,1084000.0,319900.0
0.614,8.2062e-05,0.00044833,0.00025016,0.00019817,0.00053039,0.0,3422000.0,1838000.0,1526000.0,1102000.0,371200.0
0.615,8.5732e-05,0.00046837,0.00026178,0.00020659,0.00055411,0.0,3160000.0,1855000.0,1440000.0,1120000.0,422500.0
0.616,8.1149e-05,0.00044276,0.00024787,0.00019489,0.00052391,0.0,2898000.0,1872000.0,1354000.0,1138000.0,473800.0
0.617,8.208e-05,0.00044683,0.00025056,0.00019627,0.00052891,0.0,2636000.0,1889000.0,1268000.0,1156000.0,525100.0
0.618,8.5844e-05,0.00046706,0.00026233,0.00020473,0.0005529,0.0,2374000.0,1906000.0,1182000.0,1174000.0,576400.0
0.619,8.4727e-05,0.00046002,0.0002588,0.00020122,0.00054476,0.0,2112000.0,1923000.0,1096000.0,1192000.0,627700.0
0.62,8.6004e-05,0.00046668,0.00026297,0.00020371,0.00055268,0.0,1850000.0,1940000.0,1010000.0,1210000.0,679000.0
0.621,8.6813e-05,0.00047212,0.00026646,0.00020566,0.00055893,0.0,1918000.0,1943000.0,1028000.0,1220000.0,639900.0
0.622,8.3109e-05,0.00045208,0.00025556,0.00019652,0.00053519,0.0,1986000.0,1946000.0,1046000.0,1230000.0,600800.0
0.623,8.3386e-05,0.00045349,0.00025676,0.00019673,0.00053688,0.0,2054000.0,1949000.0,1064000.0,1240000.0,561700.0
0.624,8.2935e-05,0.00045054,0.00025549,0.00019505,0.00053347,0.0,2122000.0,1952000.0,1082000.0,1250000.0,522600.0
0.625,8.0856e-05,0.00043822,0.00024893,0.00018929,0.00051908,0.0,2190000.0,1955000.0,1100000.0,1260000.0,483500.0
0.626,8.0844e-05,0.00043896,0.00024981,0.00018915,0.00051981,0.0,2258000.0,1958000.0,1118000.0,1270000.0,444400.0
0.627,8.158e-05,0.00044401,0.00025333,0.00019068,0.00052559,0.0,2326000.0,1961000.0,1136000.0,1280000.0,405300.0
0.628,7.4615e-05,0.0004134,0.00023835,0.00017505,0.00048801,0.0,2394000.0,1964000.0,1154000.0,1290000.0,366200.0
0.629,7.9775e-05,0.00043733,0.00025139,0.00018594,0.00051711,0.0,2462000.0,1967000.0,1172000.0,1300000.0,327100.0
0.63,7.7224e-05,0.00042368,0.00024385,0.00017983,0.00050091,0.0,2530000.0,1970000.0,1190000.0,1310000.0,288000.0
0.631,8.1836e-05,0.00044641,0.00025648,0.00018993,0.00052825,0.0,2537000.0,2000000.0,1157700.0,1409000.0,444200.0
0.632,7.5704e-05,0.00041439,0.00023853,0.00017586,0.00049009,0.0,2544000.0,2030000.0,1125400.0,1508000.0,600400.0
0.633,8.1506e-05,0.00044502,0.00025628,0.00018874,0.00052653,0.0,2551000.0,2060000.0,1093100.0,1607000.0,756600.0
0.634,7.9554e-05,0.00043373,0.00025001,0.00018372,0.00051328,0.0,2558000.0,2090000.0,1060800.0,1706000.0,912800.0
0.635,8.0631e-05,0.00043965,0.00025383,0.00018582,0.00052028,0.0,2565000.0,2120000.0,1028500.0,1805000.0,1069000.0
0.636,7.8243e-05,0.00042606,0.00024629,0.00017977,0.0005043,0.0,2572000.0,2150000.0,996200.0,1904000.0,1225200.0
0.637,8.0154e-05,0.00043648,0.0002527,0.00018378,0.00051663,0.0,2579000.0,2180000.0,963900.0,2003000.0,1381400.0
0.638,8.1703e-05,0.00044428,0.00025747,0.00018681,0.00052598,0.0,2586000.0,2210000.0,931600.0,2102000.0,1537600.0
0.639,8.0539e-05,0.00043815,0.00025432,0.00018383,0.00051869,0.0,2593000.0,2240000.0,899300.0,2201000.0,1693800.0
0.64,7.85e-05,0.000428,0.00024877,0.00017923,0.0005065,0.0,2600000.0,2270000.0,867000.0,2300000.0,1850000.0
0.641,7.9069e-05,0.00043123,0.00025102,0.00018021,0.0005103,0.0,2845000.0,2377000.0,1860300.0,2209000.0,1800000.0
0.642,7.8059e-05,0.00042612,0.00024838,0.00017774,0.00050417,0.0,3090000.0,2484000.0,2853600.0,2118000.0,1750000.0
0.643,7.9088e-05,0.00043285,0.00025276,0.00018009,0.00051193,0.0,3335000.0,2591000.0,3846900.0,2027000.0,1700000.0
0.644,7.811e-05,0.00042718,0.00024975,0.00017743,0.00050529,0.0,3580000.0,2698000.0,4840200.0,1936000.0,1650000.0
0.645,7.8088e-05,0.00042823,0.00025096,0.00017727,0.00050632,0.0,3825000.0,2805000.0,5833500.0,1845000.0,1600000.0
0.646,7.3594e-05,0.00040697,0.00023941,0.00016756,0.00048057,0.0,4070000.0,2912000.0,6826800.0,1754000.0,1550000.0
0.647,7.013e-05,0.00039206,0.00023192,0.00016014,0.00046219,0.0,4315000.0,3019000.0,7820100.0,1663000.0,1500000.0
0.648,6.9124e-05,0.00038925,0.00023131,0.00015794,0.00045837,0.0,4560000.0,3126000.0,8813400.0,1572000.0,1450000.0
0.649,6.9567e-05,0.00039161,0.0002327,0.00015891,0.00046118,0.0,4805000.0,3233000.0,9806700.0,1481000.0,1400000.0
0.65,6.9269e-05,0.00038602,0.00022847,0.00015755,0.00045529,0.0,5050000.0,3340000.0,10800000.0,1390000.0,1350000.0
0.651,7.4899e-05,0.00041925,0.00024827,0.00017098,0.00049415,0.0,5003000.0,3289000.0,486720000.0,1352000.0,1374000.0
0.652,6.7479e-05,0.00038363,0.0002291,0.00015453,0.00045111,0.0,4956000.0,3238000.0,962640000.0,1314000.0,1398000.0
0.653,7.4154e-05,0.00041804,0.00024837,0.00016967,0.00049219,0.0,4909000.0,3187000.0,1438560000.0,1276000.0,1422000.0
0.654,7.3797e-05,0.00041781,0.00024836,0.00016945,0.0004916,0.0,4862000.0,3136000.0,1914480000.0,1238000.0,1446000.0
0.655,6.8923e-05,0.00039465,0.00023586,0.00015879,0.00046358,0.0,4815000.0,3085000.0,2390400000.0,1200000.0,1470000.0
0.656,6.0486e-05,0.00034596,0.00020654,0.00013942,0.00040644,0.0,4768000.0,3034000.0,2866320000.0,1162000.0,1494000.0
0.657,6.3253e-05,0.00036311,0.00021697,0.00014614,0.00042636,0.0,4721000.0,2983000.0,3342240000.0,1124000.0,1518000.0
0.658,7.2119e-05,0.00041468,0.00024779,0.00016689,0.0004868,0.0,4674000.0,2932000.0,3818160000.0,1086000.0,1542000.0
0.659,7.3061e-05,0.00042211,0.00025231,0.0001698,0.00049517,0.0,4627000.0,2881000.0,4294080000.0,1048000.0,1566000.0
0.66,7.3286e-05,0.00042513,0.00025439,0.00017074,0.00049841,0.0,4580000.0,2830000.0,4770000000.0,1010000.0,1590000.0
0.661,7.4601e-05,0.0004342,0.00025987,0.00017433,0.0005088,0.0,4369000.0,2699000.0,4380900000.0,1187000.0,1568000.0
0.662,7.6149e-05,0.0004454,0.00026677,0.00017863,0.00052155,0.0,4158000.0,2568000.0,3991800000.0,1364000.0,1546000.0
0.663,7.4794e-05,0.00044085,0.00026443,0.00017642,0.00051564,0.0,3947000.0,2437000.0,3602700000.0,1541000.0,1524000.0
0.664,7.3756e-05,0.00043624,0.00026195,0.00017429,0.00051,0.0,3736000.0,2306000.0,3213600000.0,1718000.0,1502000.0
0.665,7.4268e-05,0.00044091,0.00026508,0.00017583,0.00051518,0.0,3525000.0,2175000.0,2824500000.0,1895000.0,1480000.0
