albedoFilename,backgroundLabel,dAzimuth,dZenith,dayNumber,endingWavelength,extraterrestrialSource,fileName,fwhm,groundAltitude,latitude,longitude,modelAtmosphere,pathType,sensorAltitude,sensorAzimuth,sensorZenith,startingWavelength,surfaceTemperature,targetAltitude,targetLabel,timeUTC,visibility,wavelengthIncrement
spec_alb.dat,concrete,10,5,172,1.2,0,tape5,0.001,0.168,43.041,77.698,2,2,0.1686,0.0,5.0,0.3,303.15,100.0,green felt,15.1,5.0,0.001
Target Camera Blue,Target Camera Green,Target Camera NIR,Target Camera Red,Target Camera Red Edge,Downwelling DLS Blue,Downwelling DLS Green,Downwelling DLS NIR,Downwelling DLS Red,Downwelling DLS Red Edge,SVC Camera Blue,SVC Camera Green,SVC Camera NIR,SVC Camera Red,SVC Camera Red Edge,radianceType,NDVI,Ratio Blue,Ratio Green,Ratio NIR,Ratio Red,Ratio Red Edge
0.0018569614496833668,0.0018835183358175266,0.0035046509930292194,0.0008522056151426371,0.0007649290916734136,0.08519014855722065,0.07595961385791672,0.030347840479310606,0.05768804965687725,0.04710552786679369,0.04847333784289135,0.05140052209063099,0.1658696781508593,0.026334851991434143,0.026549781738743,SVC,0.7731739665134335,0.021797842604254648,0.024796312674004214,0.11548271434399053,0.014772654305553244,0.01623862689399217
Camera Blue,Camera Green,Camera NIR,Camera Red,Camera Red Edge,DLS Blue,DLS Green,DLS NIR,DLS Red,DLS Red Edge,directReflect,estDownwell,groundReflect,sumSolScat,targetSVC,tgtSolScat,totalRadiance,wavelengths
4074000.0,4292000.0,3589600.0,2560400.0,1796000.0,0.0,0.0,0.0,0.0,0.0,0.00021088,0.00102242,0.0012333,0.07196739772471099,0.04192666666666666,8.6295e-06,0.0012419,0.404
3395000.0,3785000.0,3099500.0,2265500.0,2245000.0,0.0,0.0,0.0,0.0,0.0,0.00019565,0.00094145,0.0011371,0.06632637986550215,0.0419,7.944e-06,0.001145,0.405
2716000.0,3278000.0,2609400.0,1970600.0,2694000.0,0.0,0.0,0.0,0.0,0.0,0.00019504,0.00093206,0.0011271,0.065745033058195,0.04184285714285713,7.8667e-06,0.001135,0.406
2037000.0000000377,2771000.000000028,2119300.000000027,1675700.0000000163,3142999.9999999753,0.0,0.0,0.0,0.0,0.0,0.00018963,0.0008997699999999999,0.0010894,0.06366579826357983,0.0417,7.6097e-06,0.001097,0.407
1358000.0000000377,2264000.0000000284,1629200.0000000275,1380800.0000000165,3591999.9999999753,0.0,0.0,0.0,0.0,0.0,0.00020533,0.00096727,0.0011726,0.06864752405668414,0.04156666666666667,8.1947e-06,0.0011808,0.408
679000.0000000377,1757000.0000000282,1139100.0000000272,1085900.0000000163,4040999.9999999753,0.0,0.0,0.0,0.0,0.0,0.0002262,0.0010577,0.0012839,0.07529915938715616,0.041433333333333336,8.9738e-06,0.0012929,0.409
3.769207168602403e-08,1250000.0000000282,649000.0000000272,791000.0000000163,4489999.999999975,0.0,0.0,0.0,0.0,0.0,0.00019041,0.00088429,0.0010747,0.06314950575437367,0.0413,7.5122e-06,0.0010822,0.41
553999.9999999724,1364999.9999999944,628800.000000001,1349899.999999972,4851999.999999981,0.0,0.0,0.0,0.0,0.0,0.00022344,0.0010303600000000001,0.0012538,0.07406316615081651,0.04101428571428571,8.7976e-06,0.0012626,0.411
1107999.9999999756,1479999.9999999949,608600.0000000009,1908799.9999999753,5213999.999999984,0.0,0.0,0.0,0.0,0.0,0.00023301,0.0010673899999999999,0.0013004,0.07706487198498736,0.040819999999999995,9.1431e-06,0.0013095,0.412
1661999.9999999783,1594999.9999999956,588400.0000000008,2467699.999999978,5575999.999999986,0.0,0.0,0.0,0.0,0.0,0.00021667,0.00098593,0.0012026,0.07146230770667861,0.04066666666666667,8.4687e-06,0.0012111,0.413
2215999.999999982,1709999.9999999963,568200.0000000007,3026599.999999982,5937999.999999988,0.0,0.0,0.0,0.0,0.0,0.00021421,0.0009677900000000001,0.001182,0.07069020497120039,0.04033333333333334,8.3699e-06,0.0011904,0.414
2769999.9999999846,1824999.9999999967,548000.0000000006,3585499.9999999846,6299999.999999991,0.0,0.0,0.0,0.0,0.0,0.00022663,0.00101687,0.0012435,0.07483514754801301,0.04002857142857143,8.851e-06,0.0012524,0.415
3323999.9999999874,1939999.9999999974,527800.0000000005,4144399.9999999874,6661999.999999992,0.0,0.0,0.0,0.0,0.0,0.00022745,0.0010137500000000001,0.0012412,0.07518446953439359,0.03972000000000001,8.8821e-06,0.00125,0.416
3877999.999999991,2054999.9999999984,507600.00000000035,4703299.999999991,7023999.999999994,0.0,0.0,0.0,0.0,0.0,0.00021571,0.0009552899999999999,0.001171,0.07151850847121642,0.03932000000000001,8.4413e-06,0.0011794,0.417
4431999.999999994,2169999.999999999,487400.00000000023,5262199.999999994,7385999.999999996,0.0,0.0,0.0,0.0,0.0,0.00021277,0.00093583,0.0011486,0.07073406568859243,0.038950000000000005,8.3382e-06,0.0011569,0.418
